TEmpoAberturaMilisegundos:30000
TempoAbertura TempoGastoNaFila TempoOcioso 
449040000 1678282531 2127580554
449070000 1678510554 2127880581
449100000 1678780581 2128136627
449130000 1679006627 2128451667
449160000 1679291667 2128709706
449190000 1679519706 2129014769
449220000 1679794769 2129323836
449250000 1680073836 2129580899
449280000 1680300899 2129835907
449310000 1680525907 2130136000
449340000 1680796000 2130440088
449370000 1681070088 2130747126
449400000 1681347126 2131047130
449430000 1681617130 2131304168
449460000 1681844168 2131556199
449490000 1682066199 2131871255
449520000 1682351255 2132171311
449550000 1682621311 2132476389
449580000 1682896389 2132733442
449610000 1683123442 2132988465
449640000 1683348465 2133289473
449670000 1683619473 2133589493
449700000 1683889493 2133845554
449730000 1684115554 2134104554
449760000 1684344554 2134411607
449790000 1684621607 2134713670
449820000 1684893670 2135022752
449850000 1685172752 2135322770
449880000 1685442770 2135637841
449910000 1685727841 2135894909
449940000 1685954909 2136152977
449970000 1686182977 2136460045
450000000 1686460045 2136760077
450030000 1686730077 2137015114
450060000 1686955114 2137316136
450090000 1687226136 2137616170
450120000 1687496170 2137872245
450150000 1687722245 2138172315
450180000 1687992315 2138431329
450210000 1688221329 2138740425
450240000 1688500425 2139040476
450270000 1688770476 2139342567
450300000 1689042567 2139657652
450330000 1689327652 2139958688
450360000 1689598688 2140258772
450390000 1689868772 2140565854
450420000 1690145854 2140875864
450450000 1690425864 2141132945
450480000 1690652945 2141390948
450510000 1690880948 2141643019
450540000 1691103019 2141898069
450570000 1691328069 2142203097
450600000 1691603097 2142460101
450630000 1691830101 2142776102
450660000 1692116102 2143086128
450690000 1692396128 2143392146
450720000 1692672146 2143650164
450750000 1692900164 2143951215
450780000 1693171215 2144256258
450810000 1693446258 2144515275
450840000 1693675275 2144774317
450870000 1693904317 2145026402
450900000 1694126402 2145281466
450930000 1694351466 2145597483
450960000 1694637483 2145855508
450990000 1694865508 2146113517
451020000 1695093517 2146371550
451050000 1695321550 2146626629
451080000 1695546629 2146927695
451110000 1695817695 2147186727
451140000 1696046727 -2147479556
451170000 0 -1696001545
451200000 0 -1244491504
451230000 0 -792955472
451260000 0 -341394471
451290000 0 110211563
451320000 0 561837611
451350000 110487611 562138693
451380000 110758693 562443765
451410000 111033765 562702837
451440000 111262837 563005899
451470000 111535899 563315956
451500000 111815956 563571050
451530000 112041050 563872067
451560000 112312067 564129099
451590000 112539099 564388146
451620000 112768146 564689174
451650000 113039174 564997200
451680000 113317200 565303264
451710000 113593264 565619314
451740000 113879314 565929386
451770000 114159386 566187447
451800000 114387447 566488543
451830000 114658543 566789574
451860000 114929574 567047627
451890000 115157627 567306688
451920000 115386688 567614728
451950000 115664728 567915756
451980000 115935756 568173792
452010000 116163792 568426818
452040000 116386818 568731903
452070000 116661903 569047971
452100000 116947971 569303992
452130000 117173992 569609992
452160000 117449992 569868060
452190000 117678060 570127136
452220000 117907136 570386235
452250000 118136235 570694290
452280000 118414290 570997380
452310000 118687380 571298422
452340000 118958422 571556472
452370000 119186472 571809512
452400000 119409512 572111522
452430000 119681522 572422525
452460000 119962525 572738610
452490000 120248610 572996676
452520000 120476676 573254766
452550000 120704766 573555837
452580000 120975837 573862849
452610000 121252849 574163906
452640000 121523906 574465931
452670000 121795931 574766990
452700000 122066990 575024064
452730000 122294064 575324078
452760000 122564078 575632148
452790000 122842148 575936153
452820000 123116153 576253154
452850000 123403154 576554227
452880000 123674227 576810278
452910000 123900278 577112319
452940000 124172319 577420405
452970000 124450405 577724426
453000000 124724426 577983431
453030000 124953431 578236500
453060000 125176500 578542529
453090000 125452529 578800626
453120000 125680626 579100631
453150000 125950631 579407657
453180000 126227657 579665737
453210000 126455737 579971787
453240000 126731787 580272875
453270000 127002875 580530970
453300000 127230970 580784054
453330000 127454054 581085141
453360000 127725141 581396172
453390000 128006172 581703211
453420000 128283211 582020225
453450000 128570225 582279243
453480000 128799243 582535307
453510000 129025307 582837361
453540000 129297361 583095362
453570000 129525362 583395380
453600000 129795380 583697383
453630000 130067383 584014411
453660000 130354411 584316413
453690000 130626413 584575445
453720000 130855445 584828542
453750000 131078542 585084619
453780000 131304619 585386686
453810000 131576686 585644700
453840000 131804700 585903722
453870000 132033722 586203753
453900000 132303753 586514797
453930000 132584797 586821848
453960000 132861848 587080855
453990000 133090855 587382939
454020000 133362939 587641977
454050000 133591977 587901024
454080000 133821024 588157116
454110000 134047116 588474158
454140000 134334158 588728169
454170000 134558169 588986197
454200000 134786197 589288220
454230000 135058220 589595284
454260000 135335284 589854304
454290000 135564304 590160379
454320000 135840379 590460423
454350000 136110423 590769446
454380000 136389446 591086503
454410000 136676503 591392593
454440000 136952593 591650636
454470000 137180636 591950695
454500000 137450695 592252733
454530000 137722733 592561771
454560000 138001771 592863869
454590000 138273869 593163947
454620000 138543947 593471024
454650000 138821024 593773051
454680000 139093051 594032111
454710000 139322111 594286135
454740000 139546135 594543168
454770000 139773168 594843245
454800000 140043245 595101305
454830000 140271305 595360372
454860000 140500372 595671458
454890000 140781458 595978550
454920000 141058550 596295622
454950000 141345622 596598635
454980000 141618635 596902720
455010000 141892720 597161766
455040000 142121766 597420840
455070000 142350840 597722892
455100000 142622892 598022984
455130000 142892984 598332053
455160000 143172053 598649141
455190000 143459141 598906189
455220000 143686189 599207196
455250000 143957196 599466284
455280000 144186284 599720335
455310000 144410335 600022401
455340000 144682401 600326500
455370000 144956500 600638500
455400000 145238500 600946505
455430000 145516505 601205564
455460000 145745564 601508590
455490000 146018590 601816610
455520000 146296610 602134613
455550000 146584613 602435635
455580000 146855635 602744719
455610000 147134719 603047759
455640000 147407759 603354788
455670000 147684788 603656886
455700000 147956886 603915980
455730000 148185980 604216984
455760000 148456984 604519064
455790000 148729064 604831078
455820000 149011078 605133166
455850000 149283166 605445196
455880000 149565196 605763214
455910000 149853214 606066269
455940000 150126269 606371317
455970000 150401317 606679351
456000000 150679351 606936426
456030000 150906426 607239427
456060000 151179427 607498512
456090000 151408512 607798525
456120000 151678525 608056624
456150000 151906624 608357641
456180000 152177641 608665692
456210000 152455692 608977738
456240000 152737738 609280808
456270000 153010808 609583833
456300000 153283833 609842847
456330000 153512847 610143879
456360000 153783879 610446894
456390000 154056894 610746921
456420000 154326921 611001937
456450000 154551937 611259026
456480000 154779026 611566108
456510000 155056108 611878182
456540000 155338182 612196269
456570000 155626269 612504335
456600000 155904335 612804377
456630000 156174377 613107462
456660000 156447462 613414559
456690000 156724559 613715622
456720000 156995622 614018651
456750000 157268651 614318663
456780000 157538663 614573693
456810000 157763693 614831696
456840000 157991696 615134735
456870000 158264735 615393763
456900000 158493763 615712766
456930000 158782766 616012815
456960000 159052815 616315858
456990000 159325858 616570902
457020000 159550902 616828919
457050000 159778919 617131972
457080000 160051972 617391014
457110000 160281014 617692074
457140000 160552074 617993151
457170000 160823151 618303190
457200000 161103190 618608279
457230000 161378279 618920367
457260000 161660367 619239389
457290000 161949389 619543406
457320000 162223406 619843477
457350000 162493477 620144553
457380000 162764553 620447611
457410000 163037611 620705643
457440000 163265643 621013668
457470000 163543668 621323722
457500000 163823722 621629726
457530000 164099726 621942729
457560000 164382729 622251742
457590000 164661742 622551781
457620000 164931781 622854848
457650000 165204848 623162890
457680000 165482890 623481927
457710000 165771927 623790954
457740000 166050954 624094026
457770000 166324026 624394079
457800000 166594079 624649150
457830000 166819150 624907196
457860000 167047196 625211227
457890000 167321227 625470297
457920000 167550297 625780365
457950000 167830365 626093382
457980000 168113382 626393466
458010000 168383466 626652564
458040000 168612564 626955651
458070000 168885651 627274702
458100000 169174702 627574769
458130000 169444769 627874867
458160000 169714867 628183907
458190000 169993907 628441966
458220000 170221966 628746010
458250000 170496010 629046099
458280000 170766099 629348101
458310000 171038101 629651192
458340000 171311192 629953234
458370000 171583234 630208333
458400000 171808333 630527399
458430000 172097399 630785473
458460000 172325473 631089532
458490000 172599532 631390536
458520000 172870536 631694537
458550000 173144537 631994618
458580000 173414618 632295630
458610000 173685630 632603698
458640000 173963698 632916741
458670000 174246741 633225794
458700000 174525794 633529819
458730000 174799819 633829830
458760000 175069830 634131860
458790000 175341860 634389949
458820000 175569949 634689975
458850000 175839975 634999042
458880000 176119042 635318122
458910000 176408122 635619148
458940000 176679148 635875161
458970000 176905161 636179179
459000000 177179179 636481246
459030000 177451246 636787301
459060000 177727301 637100358
459090000 178010358 637408439
459120000 178288439 637727535
459150000 178577535 638032543
459180000 178852543 638341625
459210000 179131625 638600629
459240000 179360629 638904682
459270000 179634682 639208715
459300000 179908715 639516810
459330000 180186810 639816850
459360000 180456850 640118894
459390000 180728894 640429914
459420000 181009914 640742985
459450000 181292985 641062997
459480000 181582997 641367046
459510000 181857046 641669141
459540000 182129141 641980176
459570000 182410176 642293262
459600000 182693262 642602358
459630000 182972358 642906419
459660000 183246419 643165437
459690000 183475437 643466481
459720000 183746481 643768539
459750000 184018539 644069558
459780000 184289558 644325597
459810000 184515597 644630618
459840000 184790618 644950648
459870000 185080648 645254713
459900000 185354713 645564724
459930000 185634724 645865758
459960000 185905758 646166849
459990000 186176849 646471885
460020000 186451885 646775966
460050000 186725966 647077025
460080000 186997025 647388075
460110000 187278075 647702076
460140000 187562076 648006151
460170000 187836151 648262204
460200000 188062204 648576222
460230000 188346222 648896267
460260000 188636267 649203277
460290000 188913277 649462323
460320000 189142323 649767373
460350000 189417373 650071468
460380000 189691468 650381492
460410000 189971492 650683496
460440000 190243496 650939562
460470000 190469562 651239642
460500000 190739642 651559704
460530000 191029704 651869744
460560000 191309744 652171764
460590000 191581764 652476830
460620000 191856830 652776926
460650000 192126926 653083952
460680000 192403952 653388954
460710000 192678954 653690015
460740000 192950015 653946096
460770000 193176096 654205157
460800000 193405157 654514236
460830000 193684236 654819246
460860000 193959246 655120333
460890000 194230333 655440411
460920000 194520411 655750466
460950000 194800466 656055483
460980000 195075483 656356559
461010000 195346559 656612655
461040000 195572655 656871731
461070000 195801731 657176812
461100000 196076812 657478814
461130000 196348814 657783844
461160000 196623844 658085878
461190000 196895878 658394971
461220000 197174971 658699995
461250000 197449995 659020089
461280000 197740089 659330159
461310000 198020159 659635191
461340000 198295191 659937240
461370000 198567240 660194251
461400000 198794251 660504259
461430000 199074259 660807312
461460000 199347312 661110378
461490000 199620378 661422422
461520000 199902422 661681512
461550000 200131512 661986607
461580000 200406607 662291645
461610000 200681645 662592669
461640000 200952669 662892679
461670000 201222679 663213691
461700000 201513691 663523777
461730000 201793777 663829788
461760000 202069788 664130828
461790000 202340828 664432832
461820000 202612832 664734896
461850000 202884896 664991922
461880000 203111922 665301945
461910000 203391945 665606998
461940000 203666998 665909029
461970000 203939029 666221088
462000000 204221088 666536093
462030000 204506093 666857122
462060000 204797122 667162185
462090000 205072185 667465269
462120000 205345269 667765295
462150000 205615295 668077370
462180000 205897370 668392391
462210000 206182391 668694410
462240000 206454410 668951451
462270000 206681451 669257477
462300000 206957477 669567515
462330000 207237515 669872583
462360000 207512583 670173638
462390000 207783638 670475684
462420000 208055684 670777747
462450000 208327747 671098792
462480000 208618792 671400886
462510000 208890886 671700928
462540000 209160928 672006970
462570000 209436970 672317024
462600000 209717024 672618095
462630000 209988095 672923184
462660000 210263184 673230282
462690000 210540282 673545319
462720000 210825319 673856334
462750000 211106334 674158368
462780000 211378368 674463451
462810000 211653451 674767489
462840000 211927489 675077559
462870000 212207559 675398619
462900000 212498619 675703711
462930000 212773711 676009768
462960000 213049768 676322773
462990000 213332773 676633802
463020000 213613802 676936810
463050000 213886810 677193879
463080000 214113879 677497892
463110000 214387892 677805904
463140000 214665904 678120955
463170000 214950955 678421010
463200000 215221010 678724033
463230000 215494033 679030044
463260000 215770044 679332104
463290000 216042104 679589187
463320000 216269187 679895258
463350000 216545258 680196355
463380000 216816355 680502371
463410000 217092371 680823444
463440000 217383444 681123512
463470000 217653512 681433595
463500000 217933595 681735683
463530000 218205683 682050747
463560000 218490747 682361788
463590000 218771788 682682878
463620000 219062878 682982963
463650000 219332963 683285968
463680000 219605968 683592055
463710000 219882055 683896096
463740000 220156096 684209128
463770000 220439128 684524208
463800000 220724208 684835264
463830000 221005264 685141282
463860000 221281282 685447313
463890000 221557313 685755352
463920000 221835352 686057426
463950000 222107426 686360463
463980000 222380463 686662490
464010000 222652490 686966547
464040000 222926547 687279594
464070000 223209594 687590664
464100000 223490664 687912668
464130000 223782668 688215719
464160000 224055719 688473730
464190000 224283730 688777808
464220000 224557808 689084808
464250000 224834808 689395818
464280000 225115818 689701856
464310000 225391856 690023876
464340000 225683876 690329936
464370000 225959936 690638003
464400000 226238003 690939040
464430000 226509040 691246055
464460000 226786055 691550148
464490000 227060148 691866156
464520000 227346156 692169156
464550000 227619156 692427181
464580000 227847181 692738205
464610000 228128205 693044257
464640000 228404257 693352348
464670000 228682348 693674385
464700000 228974385 693979394
464730000 229249394 694295418
464760000 229535418 694607449
464790000 229817449 694910527
464820000 230090527 695217556
464850000 230367556 695519610
464880000 230639610 695823695
464910000 230913695 696129770
464940000 231189770 696387808
464970000 231417808 696709861
465000000 231709861 697018868
465030000 231988868 697321961
465060000 232261961 697629005
465090000 232539005 697945044
465120000 232825044 698257089
465150000 233107089 698563178
465180000 233383178 698866204
465210000 233656204 699167268
465240000 233927268 699478319
465270000 234208319 699784398
465300000 234484398 700087482
465330000 234757482 700403538
465360000 235043538 700725607
465390000 235335607 701026687
465420000 235606687 701340716
465450000 235890716 701652776
465480000 236172776 701959835
465510000 236449835 702261917
465540000 236721917 702566931
465570000 236996931 702871969
465600000 237271969 703180991
465630000 237550991 703487994
465660000 237827994 703792001
465690000 238102001 704114088
465720000 238394088 704421108
465750000 238671108 704724192
465780000 238944192 705028215
465810000 239218215 705335224
465840000 239495224 705639238
465870000 239769238 705944268
465900000 240044268 706251305
465930000 240321305 706567377
465960000 240607377 706879452
465990000 240889452 707180547
466020000 241160547 707487621
466050000 241437621 707798701
466080000 241718701 708121705
466110000 242011705 708433796
466140000 242293796 708692821
466170000 242522821 708999911
466200000 242799911 709313971
466230000 243083971 709621006
466260000 243361006 709925044
466290000 243635044 710227054
466320000 243907054 710538149
466350000 244188149 710841161
466380000 244461161 711157248
466410000 244747248 711460346
466440000 245020346 711767369
466470000 245297369 712090389
466500000 245590389 712403395
466530000 245873395 712705420
466560000 246145420 713013425
466590000 246423425 713320463
466620000 246700463 713627512
466650000 246977512 713931524
466680000 247251524 714235576
466710000 247525576 714494615
466740000 247754615 714806624
466770000 248036624 715109650
466800000 248309650 715413691
466830000 248583691 715718749
466860000 248858749 716023824
466890000 249133824 716336845
466920000 249416845 716659880
466950000 249709880 716961920
466980000 249981920 717273944
467010000 250263944 717576985
467040000 250536985 717881041
467070000 250811041 718198057
467100000 251098057 718505120
467130000 251375120 718809186
467160000 251649186 719068239
467190000 251878239 719376258
467220000 252156258 719699311
467250000 252449311 720006408
467280000 252726408 720310490
467310000 253000490 720614562
467340000 253274562 720920571
467370000 253550571 721233607
467400000 253833607 721537646
467430000 254107646 721839701
467460000 254379701 722147735
467490000 254657735 722459774
467520000 254939774 722764864
467550000 255214864 723079867
467580000 255499867 723394887
467610000 255784887 723717956
467640000 256077956 724026006
467670000 256356006 724332012
467700000 256632012 724645063
467730000 256915063 724952155
467760000 257192155 725254225
467790000 257464225 725566279
467820000 257746279 725873360
467850000 258023360 726176430
467880000 258296430 726480517
467910000 258570517 726786541
467940000 258846541 727096577
467970000 259126577 727404587
468000000 259404587 727717654
468030000 259687654 728021723
468060000 259961723 728344807
468090000 260254807 728603902
468120000 260483902 728915970
468150000 260765970 729223065
468180000 261043065 729531090
468210000 261321090 729848178
468240000 261608178 730153187
468270000 261883187 730455270
468300000 262155270 730763333
468330000 262433333 731069370
468360000 262709370 731372373
468390000 262982373 731690378
468420000 263270378 731990389
468450000 263540389 732295413
468480000 263815413 732603491
468510000 264093491 732908505
468540000 264368505 733231603
468570000 264661603 733535685
468600000 264935685 733838780
468630000 265208780 734144811
468660000 265484811 734459857
468690000 265769857 734769919
468720000 266049919 735081999
468750000 266331999 735406013
468780000 266626013 735714107
468810000 266904107 736032128
468840000 267192128 736345221
468870000 267475221 736650260
468900000 267750260 736958282
468930000 268028282 737262292
468960000 268302292 737567321
468990000 268577321 737873367
469020000 268853367 738181418
469050000 269131418 738485514
469080000 269405514 738791577
469110000 269681577 739095603
469140000 269955603 739403670
469170000 270233670 739713762
469200000 270513762 740037791
469230000 270807791 740337831
469260000 271077831 740640863
469290000 271350863 740945907
469320000 271625907 741253986
469350000 271903986 741562022
469380000 272182022 741868099
469410000 272458099 742183173
469440000 272743173 742501208
469470000 273031208 742825253
469500000 273325253 743131346
469530000 273601346 743446436
469560000 273886436 743764487
469590000 274174487 744072581
469620000 274452581 744381603
469650000 274731603 744689654
469680000 275009654 744994713
469710000 275284713 745300791
469740000 275560791 745614811
469770000 275844811 745925833
469800000 276125833 746243900
469830000 276413900 746557935
469860000 276697935 746881995
469890000 276991995 747187076
469920000 277267076 747487144
469950000 277537144 747794152
469980000 277814152 748103160
470010000 278093160 748406220
470040000 278366220 748715256
470070000 278645256 749028321
470100000 278928321 749336386
470130000 279206386 749647425
470160000 279487425 749965508
470190000 279775508 750289583
470220000 280069583 750592658
470250000 280342658 750901709
470280000 280621709 751214789
470310000 280904789 751519877
470340000 281179877 751824956
470370000 281454956 752125038
470400000 281725038 752433117
470430000 282003117 752737209
470460000 282277209 753044215
470490000 282554215 753353258
470520000 282833258 753677349
470550000 283127349 753982357
470580000 283402357 754300456
470610000 283690456 754614519
470640000 283974519 754923554
470670000 284253554 755229563
470700000 284529563 755538629
470730000 284808629 755846723
470760000 285086723 756153744
470790000 285363744 756462802
470820000 285642802 756778866
470850000 285928866 757089920
470880000 286209920 757390016
470910000 286480016 757715025
470940000 286775025 758034041
470970000 287064041 758338046
471000000 287338046 758644064
471030000 287614064 758951101
471060000 287891101 759260175
471090000 288170175 759576255
471120000 288456255 759887325
471150000 288737325 760196375
471180000 289016375 760502382
471210000 289292382 760808406
471240000 289568406 761117487
471270000 289847487 761433583
471300000 290133583 761748612
471330000 290418612 762073636
471360000 290713636 762382701
471390000 290992701 762688740
471420000 291268740 762989765
471450000 291539765 763293785
471480000 291813785 763602881
471510000 292092881 763909946
471540000 292369946 764221031
471570000 292651031 764527052
471600000 292927052 764841075
471630000 293211075 765166118
471660000 293506118 765481163
471690000 293791163 765791167
471720000 294071167 766097221
471750000 294347221 766401256
471780000 294621256 766711267
471810000 294901267 767025305
471840000 295185305 767330357
471870000 295460357 767637437
471900000 295737437 767946516
471930000 296016516 768247555
471960000 296287555 768556592
471990000 296566592 768864603
472020000 296844603 769189663
472050000 297139663 769508753
472080000 297428753 769823813
472110000 297713813 770132907
472140000 297992907 770438968
472170000 298268968 770750982
472200000 298550982 771057030
472230000 298827030 771363098
472260000 299103098 771667147
472290000 299377147 771977172
472320000 299657172 772286223
472350000 299936223 772591289
472380000 300211289 772897354
472410000 300487354 773207396
472440000 300767396 773522472
472470000 301052472 773847548
472500000 301347548 774153632
472530000 301623632 774454700
472560000 301894700 774758765
472590000 302168765 775067832
472620000 302447832 775375859
472650000 302725859 775692899
472680000 303012899 776006965
472710000 303296965 776312046
472740000 303572046 776618122
472770000 303848122 776943216
472800000 304143216 777258308
472830000 304428308 777578329
472860000 304718329 777884428
472890000 304994428 778188508
472920000 305268508 778502589
472950000 305552589 778811671
472980000 305831671 779116767
473010000 306106767 779422858
473040000 306382858 779730900
473070000 306660900 780040947
473100000 306940947 780358002
473130000 307228002 780668041
473160000 307508041 780974136
473190000 307784136 781288233
473220000 308068233 781595247
473250000 308345247 781904344
473280000 308624344 782220350
473310000 308910350 782521446
473340000 309181446 782829502
473370000 309459502 783139563
473400000 309739563 783456632
473430000 310026632 783768689
473460000 310308689 784088724
473490000 310598724 784393733
473520000 310873733 784704749
473550000 311154749 785011768
473580000 311431768 785313779
473610000 311703779 785639821
473640000 311999821 785949832
473670000 312279832 786255855
473700000 312555855 786563925
473730000 312833925 786871974
473760000 313111974 787189057
473790000 313399057 787509106
473820000 313689106 787825125
473850000 313975125 788151184
473880000 314271184 788471250
473910000 314561250 788787285
473940000 314847285 789092310
473970000 315122310 789403342
474000000 315403342 789718368
474030000 315688368 790028395
474060000 315968395 790334434
474090000 316244434 790644501
474120000 316524501 790951524
474150000 316801524 791258589
474180000 317078589 791560615
474210000 317350615 791867649
474240000 317627649 792176652
474270000 317906652 792482709
474300000 318182709 792808785
474330000 318478785 793115835
474360000 318755835 793433849
474390000 319043849 793740929
474420000 319320929 794051976
474450000 319601976 794362018
474480000 319882018 794673022
474510000 320163022 794986022
474540000 320446022 795302071
474570000 320732071 795612152
474600000 321012152 795919189
474630000 321289189 796230210
474660000 321570210 796556302
474690000 321866302 796863355
474720000 322143355 797170451
474750000 322420451 797488481
474780000 322708481 797808577
474810000 322998577 798124641
474840000 323284641 798434737
474870000 323564737 798736792
474900000 323836792 799041846
474930000 324111846 799352908
474960000 324392908 799667963
474990000 324677963 799974035
475020000 324954035 800289117
475050000 325239117 800607165
475080000 325527165 800934173
475110000 325824173 801243182
475140000 326103182 801559261
475170000 326389261 801861331
475200000 326661331 802166400
475230000 326936400 802477477
475260000 327217477 802784556
475290000 327494556 803095592
475320000 327775592 803408621
475350000 328058621 803729632
475380000 328349632 804056659
475410000 328646659 804371758
475440000 328931758 804680806
475470000 329210806 804993852
475500000 329493852 805298937
475530000 329768937 805610030
475560000 330050030 805931057
475590000 330341057 806247151
475620000 330627151 806555176
475650000 330905176 806857261
475680000 331177261 807164262
475710000 331454262 807471356
475740000 331731356 807780380
475770000 332010380 808101425
475800000 332301425 808428469
475830000 332598469 808734470
475860000 332874470 809046479
475890000 333156479 809357545
475920000 333437545 809674554
475950000 333724554 809985593
475980000 334005593 810292689
476010000 334282689 810600729
476040000 334560729 810911757
476070000 334841757 811218773
476100000 335118773 811526782
476130000 335396782 811835845
476160000 335675845 812162906
476190000 335972906 812465922
476220000 336245922 812777948
476250000 336527948 813093977
476280000 336813977 813405021
476310000 337095021 813723115
476340000 337383115 814044176
476370000 337674176 814361200
476400000 337961200 814669211
476430000 338239211 814977266
476460000 338517266 815283282
476490000 338793282 815610360
476520000 339090360 815917408
476550000 339367408 816234448
476580000 339654448 816546449
476610000 339936449 816854476
476640000 340214476 817162547
476670000 340492547 817473607
476700000 340773607 817781647
476730000 341051647 818090740
476760000 341330740 818411817
476790000 341621817 818717848
476820000 341897848 819029889
476850000 342179889 819345933
476880000 342465933 819673028
476910000 342763028 819983038
476940000 343043038 820302064
476970000 343332064 820616071
477000000 343616071 820937165
477030000 343907165 821249182
477060000 344189182 821555229
477090000 344465229 821867286
477120000 344747286 822175342
477150000 345025342 822487382
477180000 345307382 822804437
477210000 345594437 823112479
477240000 345872479 823440491
477270000 346170491 823757562
477300000 346457562 824066564
477330000 346736564 824372627
477360000 347012627 824691669
477390000 347301669 825013679
477420000 347593679 825321736
477450000 347871736 825624824
477480000 348144824 825936896
477510000 348426896 826252970
477540000 348712970 826564059
477570000 348994059 826871137
477600000 349271137 827183192
477630000 349553192 827511222
477660000 349851222 827823229
477690000 350133229 828132247
477720000 350412247 828448337
477750000 350698337 828765423
477780000 350985423 829077469
477810000 351267469 829383547
477840000 351543547 829695634
477870000 351825634 830003719
477900000 352103719 830313758
477930000 352383758 830625828
477960000 352665828 830944885
477990000 352954885 831258921
478020000 353238921 831571925
478050000 353521925 831890999
478080000 353810999 832213041
478110000 354103041 832531043
478140000 354391043 832859089
478170000 354689089 833165183
478200000 354965183 833482189
478230000 355252189 833790197
478260000 355530197 834102258
478290000 355812258 834410344
478320000 356090344 834719377
478350000 356369377 835023394
478380000 356643394 835335416
478410000 356925416 835663480
478440000 357223480 835975519
478470000 357505519 836285590
478500000 357785590 836603608
478530000 358073608 836915685
478560000 358355685 837223709
478590000 358633709 837536710
478620000 358916710 837846753
478650000 359196753 838160820
478680000 359480820 838482878
478710000 359772878 838791879
478740000 360051879 839100927
478770000 360330927 839404959
478800000 360604959 839733041
478830000 360903041 840051075
478860000 361191075 840360092
478890000 361470092 840669156
478920000 361749156 840982191
478950000 362032191 841299228
478980000 362319228 841611283
479010000 362601283 841921370
479040000 362881370 842234387
479070000 363164387 842554392
479100000 363454392 842876466
479130000 363746466 843188558
479160000 364028558 843492605
479190000 364302605 843799647
479220000 364579647 844127746
479250000 364877746 844436793
479280000 365156793 844747797
479310000 365437797 845069888
479340000 365729888 845387938
479370000 366017938 845697018
479400000 366297018 846010069
479430000 366580069 846318124
479460000 366858124 846638145
479490000 367148145 846952242
479520000 367432242 847265249
479550000 367715249 847569311
479580000 367989311 847898327
479610000 368288327 848211395
479640000 368571395 848526409
479670000 368856409 848844475
479700000 369144475 849153571
479730000 369423571 849457649
479760000 369697649 849774717
479790000 369984717 850087764
479820000 370267764 850407801
479850000 370557801 850730808
479880000 370850808 851043830
479910000 371133830 851352876
479940000 371412876 851659933
479970000 371689933 851988967
480000000 371988967 852302052
480030000 372272052 852615116
480060000 372555116 852933198
480090000 372843198 853242260
480120000 373122260 853546354
480150000 373396354 853854440
480180000 373674440 854165443
480210000 373955443 854485496
480240000 374245496 854808519
480270000 374538519 855121556
480300000 374821556 855431567
480330000 375101567 855738639
480360000 375378639 856067690
480390000 375677690 856381692
480420000 375961692 856699692
480450000 376249692 857017790
480480000 376537790 857330843
480510000 376820843 857637931
480540000 377097931 857950947
480570000 377380947 858261997
480600000 377661997 858582066
480630000 377952066 858905105
480660000 378245105 859215131
480690000 378525131 859520140
480720000 378800140 859829141
480750000 379079141 860158210
480780000 379378210 860468253
480810000 379658253 860786270
480840000 379946270 861099339
480870000 380229339 861407343
480900000 380507343 861718409
480930000 380788409 862031503
480960000 381071503 862351588
480990000 381361588 862666647
481020000 381646647 862989702
481050000 381939702 863308715
481080000 382228715 863617806
481110000 382507806 863922830
481140000 382782830 864251917
481170000 383081917 864574989
481200000 383374989 864880029
481230000 383650029 865194062
481260000 383934062 865507109
481290000 384217109 865816141
481320000 384496141 866126164
481350000 384776164 866447165
481380000 385067165 866766193
481410000 385356193 867076199
481440000 385636199 867386257
481470000 385916257 867704289
481500000 386204289 868023335
481530000 386493335 868353339
481560000 386793339 868666403
481590000 387076403 868977501
481620000 387357501 869290600
481650000 387640600 869600674
481680000 387920674 869908737
481710000 388198737 870222786
481740000 388482786 870531834
481770000 388761834 870841873
481800000 389041873 871155897
481830000 389325897 871466960
481860000 389606960 871787977
481890000 389897977 872107041
481920000 390187041 872437062
481950000 390487062 872751103
481980000 390771103 873065118
482010000 391055118 873375155
482040000 391335155 873685245
482070000 391615245 873990315
482100000 391890315 874304380
482130000 392174380 874622443
482160000 392462443 874932498
482190000 392742498 875256502
482220000 393036502 875564580
482250000 393314580 875873643
482280000 393593643 876203684
482310000 393893684 876522764
482340000 394182764 876833770
482370000 394463770 877141864
482400000 394741864 877454958
482430000 395024958 877764037
482460000 395304037 878076066
482490000 395586066 878387160
482520000 395867160 878708208
482550000 396158208 879024228
482580000 396444228 879348248
482610000 396738248 879662278
482640000 397022278 879967363
482670000 397297363 880297422
482700000 397597422 880611520
482730000 397881520 880935558
482760000 398175558 881249605
482790000 398459605 881555607
482820000 398735607 881876672
482850000 399026672 882195768
482880000 399315768 882504778
482910000 399594778 882822872
482940000 399882872 883132958
482970000 400162958 883447030
483000000 400447030 883757096
483030000 400727096 884068117
483060000 401008117 884398193
483090000 401308193 884718205
483120000 401598205 885028287
483150000 401878287 885339324
483180000 402159324 885648350
483210000 402438350 885960410
483240000 402720410 886274498
483270000 403004498 886590549
483300000 403290549 886904611
483330000 403574611 887210628
483360000 403850628 887525641
483390000 404135641 887844650
483420000 404424650 888174744
483450000 404724744 888483786
483480000 405003786 888797826
483510000 405287826 889107851
483540000 405567851 889418868
